order_id,account_id,bank_to,account_to,amount,k_symbol
31830,1655,IJ,20809352,4277.0,SIPO
31831,1655,GH,90691631,3827.0,
31843,1662,UV,28918445,9626.0,SIPO
31846,1664,UV,6438845,5454.0,SIPO
31851,1670,WX,84970950,1242.0,SIPO
31852,1670,QR,66763526,1312.0,SIPO
31856,1673,AB,20515662,2447.0,SIPO
31857,1674,WX,74642348,3804.0,SIPO
31862,1678,IJ,72718292,2952.0,SIPO
31863,1678,OP,54732525,1778.0,
31865,1680,QR,16704351,5955.0,SIPO
31869,1683,WX,63649123,1342.0,SIPO
31870,1683,UV,73280399,3239.0,
31880,1691,EF,22764325,720.0,SIPO
31881,1691,QR,60282856,1214.0,
31886,1695,AB,53282368,14658.0,SIPO
31887,1696,QR,41205018,2159.0,SIPO
31888,1697,QR,38106852,408.0,SIPO
31889,1697,AB,30674797,1778.0,
31893,1699,IJ,62475007,3463.0,SIPO
31894,1699,EF,2504826,19.0,SIPO
31895,1700,AB,93968033,6765.0,SIPO
31896,1701,ST,90327703,4425.3,LEASING
31897,1701,MN,99692040,7571.0,SIPO
31899,1703,CD,73302203,3554.0,SIPO
31901,1705,KL,33791291,5502.0,SIPO
31905,1708,IJ,89942037,4519.0,SIPO
31906,1708,WX,62805408,3339.0,
31909,1711,KL,38527757,183.0,SIPO
31910,1711,KL,75510221,188.0,
31912,1712,WX,3848445,1626.0,SIPO
31916,1717,ST,11458802,2500.0,SIPO
31919,1719,UV,80013709,2768.0,SIPO
31933,1728,OP,84701668,4954.0,SIPO
31934,1729,YZ,10198331,6554.0,SIPO
31937,1732,WX,69793838,8050.0,SIPO
31942,1737,GH,66021996,3103.0,SIPO
31943,1737,QR,67832314,2329.0,
31948,1742,IJ,12537497,3827.0,SIPO
31951,1747,MN,87503873,871.0,SIPO
31952,1747,MN,40159267,1118.0,
31967,1759,EF,39091742,1856.0,SIPO
31968,1759,WX,8029026,1866.0,
31974,1762,CD,73894780,853.0,SIPO
31975,1762,QR,49858301,3352.0,
31991,1771,GH,38500511,3052.0,SIPO
32002,1778,YZ,55264913,3432.0,SIPO
32009,1784,EF,14724040,1785.0,SIPO
32010,1785,IJ,39795231,1722.0,SIPO
32014,1790,KL,20001995,2096.0,SIPO
32015,1790,ST,2797884,1935.0,
32017,1792,IJ,49249744,1712.0,SIPO
32043,1805,YZ,56198263,2693.0,LEASING
32044,1805,OP,38994044,3110.0,SIPO
32046,1807,YZ,25078994,4731.0,SIPO
32047,1808,QR,39164525,8033.2,UVER
32051,1810,ST,40205115,5925.0,SIPO
32057,1813,GH,39702093,812.0,SIPO
32058,1813,QR,343406,4350.0,
32060,1815,OP,19580573,6037.0,SIPO
32061,1815,QR,69614529,3859.0,
32062,1816,MN,50690215,2824.0,SIPO
32063,1817,CD,57132309,9131.0,SIPO
32064,1819,UV,82792853,3990.8,UVER
32065,1819,OP,78877323,966.0,SIPO
32074,1825,QR,87801843,1425.0,SIPO
32075,1825,ST,42349684,2688.0,
32076,1826,OP,62603348,9921.0,SIPO
32077,1827,EF,47742539,2567.0,SIPO
32078,1828,KL,22854000,2394.5,LEASING
32079,1828,EF,60668200,4036.0,SIPO
32085,1831,KL,26089942,2047.0,SIPO
32086,1832,UV,33134043,2072.1,LEASING
32087,1832,QR,46307826,3275.0,SIPO
32091,1833,KL,98189168,1674.0,SIPO
32092,1834,QR,4736280,8084.0,SIPO
32095,1836,YZ,46282643,6666.0,SIPO
32096,1836,EF,2027774,1685.0,
32100,1839,OP,76028460,3093.0,SIPO
32110,1848,KL,94460415,3473.0,SIPO
32121,1857,CD,39414250,4295.0,SIPO
32122,1857,GH,97685545,279.0,
32124,1859,WX,63530605,2826.0,SIPO
32125,1860,GH,54349380,2170.0,SIPO
32129,1863,GH,79569941,3371.0,SIPO
32130,1863,ST,28247505,1096.0,
32136,1868,CD,26658559,12111.0,SIPO
32141,1874,ST,15775823,2100.0,SIPO
32142,1875,OP,47586584,3094.0,SIPO
32143,1876,IJ,65358716,2329.0,SIPO
32144,1876,YZ,2049482,723.0,
32148,1879,WX,53768026,907.0,SIPO
32149,1879,QR,75441211,1119.0,
32169,1893,OP,37540984,6289.0,SIPO
32172,1896,AB,37679821,1791.5,LEASING
32173,1896,AB,81584167,9463.0,SIPO
32179,1900,KL,4257697,7114.0,SIPO
32187,1905,AB,28957480,3506.0,SIPO
32188,1905,WX,17456478,3225.0,
32190,1906,OP,59762132,1872.8,UVER
32191,1906,YZ,62735038,7355.0,SIPO
32205,1915,EF,85960626,4052.0,SIPO
32206,1915,GH,43997365,2142.0,
32218,1925,WX,28522896,3860.0,SIPO
32219,1926,WX,87020074,2643.0,SIPO
32220,1926,QR,66210120,361.0,
32221,1927,ST,54550802,2283.0,SIPO
32223,1929,IJ,23485905,2027.0,SIPO
32228,1933,ST,49145901,3804.0,SIPO
32235,1938,IJ,28358316,6646.0,SIPO
32236,1938,UV,41125863,586.0,LEASING
32239,1940,GH,89983695,3106.0,SIPO
32246,1944,OP,38381874,6741.0,SIPO
32259,1954,IJ,85359781,2140.0,SIPO
32260,1955,KL,37730187,1964.0,SIPO
32261,1956,UV,409156,4674.0,SIPO
32262,1957,UV,19923216,1595.0,SIPO
32263,1957,QR,27709353,892.0,
32265,1959,YZ,8956242,2975.0,SIPO
32266,1959,QR,89473181,167.0,SIPO
32270,1962,MN,10131866,770.0,SIPO
32271,1962,OP,17327452,1192.0,
32276,1966,EF,77830534,5569.0,SIPO
32277,1967,YZ,88398128,5194.0,UVER
32278,1967,KL,91595464,14164.0,SIPO
32280,1969,QR,67560100,5403.0,SIPO
32283,1971,GH,27420634,6624.0,SIPO
32284,1972,YZ,67027497,2736.0,SIPO
32285,1973,KL,71021574,847.0,SIPO
32286,1973,WX,37152791,1150.0,
32298,1980,KL,11773962,6879.0,SIPO
32302,1986,ST,67953830,5451.0,SIPO
32309,1992,AB,63505238,4140.0,SIPO
32317,1997,AB,81057321,581.0,SIPO
32318,1997,OP,12751335,1361.0,SIPO
32319,1999,EF,51544994,2676.0,SIPO
32320,1999,EF,25691366,3778.0,
32321,2000,YZ,79359417,3318.0,SIPO
32322,2000,GH,21546656,48.0,
32328,2004,MN,4163760,5472.0,SIPO
32338,2010,KL,55216366,3876.0,SIPO
32350,2017,UV,15796089,1855.0,SIPO
32351,2017,IJ,86340266,816.0,
32357,2020,WX,37676316,2329.0,SIPO
32358,2022,MN,67742168,1943.0,SIPO
32364,2025,OP,27186978,6704.0,SIPO
32375,2033,MN,78654551,4274.0,SIPO
32377,2035,WX,13259464,4898.2,UVER
32378,2035,GH,67583274,8404.0,SIPO
32384,2038,KL,62453108,1580.0,SIPO
32385,2038,CD,20491111,2062.0,
32387,2042,YZ,33737266,1258.0,SIPO
32388,2042,IJ,24157494,1008.0,
32399,2049,AB,66625147,4854.0,SIPO
32400,2049,GH,14193714,1037.0,
32420,2058,ST,74001115,2564.0,SIPO
32421,2058,ST,17455786,131.0,
32425,2061,QR,55974131,1994.0,SIPO
32426,2061,OP,78724276,675.0,
32430,2063,YZ,7305825,1542.0,SIPO
32431,2064,EF,1838881,2322.7,UVER
32437,2069,YZ,91279679,484.0,SIPO
32438,2069,CD,57790952,2223.0,
32441,2070,QR,36406797,8092.0,SIPO
32448,2075,KL,26600021,589.0,SIPO
32449,2075,OP,56678074,992.0,
32454,2080,UV,34001827,5961.0,UVER
32455,2080,UV,62451505,13628.0,SIPO
32462,2085,AB,3505379,2124.0,SIPO
32463,2085,UV,94459324,305.0,
32466,2088,AB,86339223,3240.0,SIPO
32483,2103,IJ,66471505,1482.0,SIPO
32484,2103,EF,60364776,2211.0,
32485,2104,QR,61960321,6927.0,SIPO
32492,2110,OP,16387468,2050.0,SIPO
32495,2114,UV,20697045,5102.0,SIPO
32496,2114,CD,42759567,1742.0,
32497,2115,UV,74184041,1940.0,SIPO
32501,2117,GH,72168028,7786.0,SIPO
32502,2118,YZ,74920552,9871.0,SIPO
32511,2122,UV,7883274,7663.0,SIPO
32515,2125,UV,70317023,3225.0,SIPO
32517,2128,OP,30310547,3601.0,SIPO
32528,2135,KL,89391642,2740.0,SIPO
32529,2135,QR,91295229,4101.0,
32539,2143,MN,66855954,7264.0,SIPO
32540,2143,OP,18297326,1985.0,UVER
32547,2147,MN,42237263,2965.0,SIPO
32548,2147,WX,37541866,1341.0,LEASING
32562,2155,IJ,66442948,735.0,SIPO
32563,2155,ST,23068177,1534.0,
32569,2161,CD,11111456,2770.0,SIPO
32570,2161,WX,86137514,1068.0,
32575,2165,CD,40212154,3274.8,UVER
32576,2165,IJ,83407926,12493.0,SIPO
32586,2169,AB,49559926,6235.0,SIPO
32587,2169,QR,71835785,875.0,
32609,2182,OP,88771032,5262.0,SIPO
32611,2185,MN,23456716,2004.0,SIPO
32617,2189,UV,89534949,1449.0,SIPO
32618,2189,WX,36365342,704.0,
32623,2191,MN,83969157,6762.0,SIPO
32624,2192,CD,7238287,5743.0,SIPO
32625,2192,KL,25682276,7.0,
32629,2194,EF,28507352,9386.0,SIPO
32630,2196,IJ,33944320,2160.0,SIPO
32631,2197,YZ,97071992,8524.0,SIPO
32635,2199,UV,58226454,668.0,SIPO
32636,2199,AB,99790232,1830.0,
32643,2203,GH,10702485,2320.0,SIPO
32645,2205,EF,4889071,3042.0,SIPO
32646,2206,EF,11714333,3930.0,SIPO
32648,2209,YZ,15201545,5887.0,SIPO
32649,2209,ST,68777465,1418.0,
32651,2211,IJ,93359732,7863.0,SIPO
32655,2215,QR,36252600,2348.0,SIPO
32664,2223,IJ,22266888,2930.0,SIPO
32666,2225,GH,42774206,1946.0,SIPO
32675,2231,AB,8985472,2181.0,SIPO
32676,2231,KL,11682016,1431.0,
32677,2232,EF,97103237,4916.0,SIPO
32682,2235,CD,65763521,3730.0,SIPO
32699,2244,IJ,61625307,1690.0,SIPO
32724,2258,YZ,34422958,2202.0,SIPO
32733,2267,KL,57657045,3143.0,SIPO
32736,2269,ST,9433424,4581.0,SIPO
32737,2269,IJ,22943455,512.0,LEASING
32739,2271,GH,39753556,2032.0,SIPO
32751,2278,YZ,28221976,1145.0,SIPO
32752,2278,MN,48851555,7377.0,
32755,2281,YZ,7258689,5720.0,SIPO
32769,2290,ST,58844083,3965.0,SIPO
32774,2293,IJ,36960655,2332.0,SIPO
32775,2294,MN,18471438,4426.0,SIPO
32780,2298,UV,63721817,4550.0,SIPO
32781,2301,EF,56871384,6907.0,SIPO
32782,2302,YZ,4605699,1989.0,SIPO
32783,2302,MN,49296242,1838.0,
32788,2307,OP,60090291,3336.0,SIPO
32789,2307,YZ,84354322,123.0,SIPO
32796,2311,AB,43163901,6798.0,SIPO
32822,2325,GH,26319808,1334.0,SIPO
32823,2325,ST,46773761,2155.0,
32825,2326,AB,48282474,3422.0,SIPO
32827,2328,MN,22747612,1846.0,SIPO
32834,2334,IJ,17270642,2013.0,UVER
32835,2334,ST,92322378,10707.0,SIPO
32845,2339,MN,60427570,3893.0,SIPO
32846,2341,OP,5022091,1583.0,SIPO
32847,2341,ST,97825383,464.0,
32849,2343,UV,28312742,4723.0,SIPO
32850,2343,KL,67309921,4139.0,UVER
32851,2344,KL,95720600,1002.0,SIPO
32852,2344,CD,44955593,2019.0,SIPO
32853,2345,QR,31917315,3328.2,UVER
32854,2345,QR,16879636,3612.0,SIPO
32855,2346,UV,36571818,334.0,SIPO
32856,2346,QR,74352502,1939.0,
32859,2347,WX,25791567,3477.0,SIPO
32866,2351,QR,91637825,9173.0,SIPO
32873,2354,ST,23677683,9071.0,SIPO
32877,2360,KL,84537815,7580.0,SIPO
32884,2365,KL,22873586,3061.0,SIPO
32890,2369,YZ,20459878,7292.0,SIPO
32891,2369,EF,44902819,207.0,
32893,2371,UV,10878855,7101.3,UVER
32894,2371,YZ,33079290,12510.0,SIPO
32902,2373,GH,19720453,2377.0,SIPO
32909,2378,EF,1222903,9612.0,SIPO
32920,2385,MN,97151100,1305.0,LEASING
32924,2388,QR,54345786,2328.0,SIPO
32930,2393,KL,70831024,4292.0,SIPO
32931,2393,AB,73102003,1253.0,LEASING
32936,2395,IJ,13785899,3696.0,SIPO
32940,2400,MN,98761516,1640.0,SIPO
32944,2404,YZ,50743573,5488.0,SIPO
32946,2406,QR,54419815,3186.0,SIPO
32965,2419,ST,79840576,7984.3,UVER
32967,2421,YZ,66208350,1544.0,SIPO
32968,2421,MN,93932258,220.0,
32970,2422,EF,17186141,2809.0,SIPO
32971,2423,KL,35182595,1494.0,SIPO
32972,2423,AB,66884094,1317.0,SIPO
32973,2424,EF,92266177,14138.0,SIPO
32983,2431,KL,96937953,1243.0,SIPO
32984,2431,UV,92502820,236.0,
32989,2434,CD,94916831,2927.0,SIPO
32996,2439,ST,16428494,2096.0,SIPO
32997,2440,YZ,19144922,6219.0,SIPO
32998,2440,KL,30988913,661.0,
33000,2441,OP,53539413,4719.0,SIPO
33001,2441,ST,57518833,490.0,
33003,2442,AB,89339786,540.0,SIPO
33004,2442,IJ,67963898,1568.0,
33006,2444,OP,60390728,2931.6,LEASING
33022,2460,MN,22791433,435.0,LEASING
33025,2464,WX,54447740,2592.0,LEASING
33026,2464,ST,28556400,5555.0,SIPO
33032,2467,IJ,55811417,5332.0,SIPO
33033,2468,QR,32765186,2094.0,SIPO
33034,2469,IJ,48410499,2220.0,SIPO
33035,2470,CD,71474998,4511.0,SIPO
33036,2470,GH,17039579,2105.0,
33044,2473,IJ,16836262,1760.0,SIPO
33045,2473,IJ,87259512,236.0,
33052,2476,IJ,23237085,2854.0,SIPO
33059,2480,YZ,46494776,3022.0,LEASING
33060,2482,AB,35457408,7381.0,SIPO
33061,2482,KL,67559063,127.0,
33067,2484,OP,3728384,2343.0,SIPO
33068,2484,OP,83567636,538.0,
33073,2487,GH,18209791,1828.0,SIPO
33074,2487,CD,60394644,228.0,
33079,2489,KL,75944941,3854.0,SIPO
33080,2490,ST,36983788,3526.0,SIPO
33081,2490,MN,39699643,649.0,
33086,2493,EF,91739165,5375.0,SIPO
33093,2497,IJ,38673484,3970.0,SIPO
33094,2497,ST,83746605,1871.0,LEASING
33100,2501,YZ,82897442,524.0,SIPO
33101,2501,QR,42648118,3142.0,
33114,2510,EF,59125840,6922.0,SIPO
33115,2510,CD,54819261,92.0,
33122,2514,GH,46998095,4001.0,SIPO
33123,2516,AB,61216103,9721.0,UVER
33133,2524,ST,64186239,2550.0,SIPO
33143,2530,KL,33356398,99.0,SIPO
33144,2530,KL,76112597,4379.0,
33146,2531,KL,74343323,1614.0,SIPO
33150,2535,OP,1460,4273.0,SIPO
33151,2535,QR,20700508,90.0,
33156,2539,MN,2063680,1919.0,SIPO
33157,2539,MN,22129971,1904.0,SIPO
33158,2541,IJ,5857146,1822.0,SIPO
33159,2541,ST,76871382,2238.0,
33161,2542,UV,28103435,435.0,SIPO
33162,2542,AB,12512219,2637.0,
33164,2543,GH,60684478,2145.0,SIPO
33173,2546,ST,27307683,4896.5,LEASING
33174,2546,YZ,65769809,2985.0,SIPO
33183,2551,AB,68646061,2390.0,LEASING
33184,2551,WX,58459019,11601.0,SIPO
33186,2552,GH,17411059,7035.0,SIPO
33189,2555,QR,57132226,5464.0,SIPO
33190,2555,AB,73481118,2261.0,
33193,2558,CD,46043479,1982.0,SIPO
33198,2562,EF,27375477,2235.0,SIPO
33201,2567,OP,14598107,2574.0,SIPO
33202,2568,KL,34637659,5228.0,SIPO
33203,2568,MN,1379150,1086.0,
33208,2572,ST,86283236,7500.0,UVER
33213,2577,QR,745589,3347.0,SIPO
33215,2579,OP,96343248,2688.0,SIPO
33222,2584,OP,90582960,994.0,SIPO
33223,2584,ST,98448490,582.0,SIPO
33224,2588,MN,69929891,6509.0,SIPO
33227,2590,YZ,34911799,1300.0,SIPO
33228,2590,KL,50073719,660.0,
33230,2591,OP,4184359,3301.0,SIPO
33233,2594,GH,34011191,1189.0,LEASING
33234,2594,CD,21398240,10912.0,SIPO
33238,2597,YZ,16589868,1398.0,SIPO
33239,2597,MN,7596224,1957.0,
33241,2600,AB,15214342,4379.0,SIPO
33242,2602,QR,62890523,1332.0,SIPO
33243,2602,WX,59156989,4073.0,
33245,2604,OP,53184521,3965.0,SIPO
33254,2609,WX,66515242,4881.9,LEASING
33255,2610,QR,8855772,1842.0,SIPO
33256,2612,WX,2631092,2259.5,LEASING
33257,2613,ST,6268191,941.0,SIPO
33258,2613,GH,49477297,2154.0,SIPO
33259,2614,UV,83787446,2152.0,SIPO
33264,2619,AB,54822903,5454.0,SIPO
33265,2620,YZ,32839107,3855.0,SIPO
33266,2621,AB,59638219,2819.0,SIPO
33270,2624,AB,69800835,10744.0,SIPO
33275,2627,KL,30658924,1579.0,SIPO
33276,2627,YZ,29709238,561.0,SIPO
33277,2628,GH,64364433,3090.0,LEASING
33279,2632,EF,40250009,2042.0,SIPO
33280,2632,IJ,73459928,41.0,
33287,2639,MN,93859052,8633.0,SIPO
33290,2642,IJ,2104819,792.0,SIPO
33291,2642,IJ,37776649,571.0,
33297,2645,IJ,14088654,389.0,SIPO
33298,2645,OP,46016168,631.0,
33316,2653,YZ,49173659,6280.0,SIPO
33317,2653,CD,82124638,2310.0,
33318,2654,MN,88949298,3861.0,SIPO
33323,2656,OP,41066408,409.0,SIPO
33324,2656,OP,42664700,1718.0,SIPO
33326,2658,WX,70099252,486.0,SIPO
33327,2658,MN,3748625,1367.0,
33332,2662,OP,1110756,3625.0,SIPO
33339,2668,YZ,53599059,9884.0,SIPO
33346,2671,QR,40581232,1984.0,SIPO
33347,2672,OP,87283455,2111.0,SIPO
33348,2672,IJ,41447466,211.0,
33359,2679,AB,25353056,3842.0,SIPO
33360,2681,ST,19728160,4662.0,SIPO
33361,2681,IJ,27633780,1560.0,LEASING
33370,2685,CD,35602325,2576.0,SIPO
33378,2692,GH,59398072,3386.0,SIPO
33384,2697,GH,87258666,378.0,SIPO
33385,2697,GH,34090870,3142.0,
33390,2700,GH,2221990,5221.0,SIPO
33391,2700,YZ,95353859,6129.0,
33398,2703,AB,7336545,2082.0,SIPO
33403,2707,QR,17847508,3032.0,SIPO
33404,2707,GH,63447183,2546.0,
33405,2709,CD,63955408,1969.0,SIPO
33406,2709,UV,79388266,39.0,
33408,2711,MN,40865373,7300.0,SIPO
33409,2711,ST,19293779,871.0,LEASING
33412,2715,WX,67997187,1707.0,SIPO
33413,2715,CD,56625884,216.0,
33415,2716,QR,36398339,989.0,SIPO
33416,2716,UV,78199630,7456.0,
33422,2721,QR,69068598,1544.0,SIPO
33423,2721,QR,48024463,2200.0,
33428,2724,ST,4672384,6399.0,SIPO
33433,2726,EF,2342153,5297.0,SIPO
33434,2728,OP,99268948,2607.0,UVER
33435,2728,EF,96346175,11222.0,SIPO
33449,2738,CD,1114500,7762.0,SIPO
33450,2738,YZ,48380392,1152.0,
33455,2743,ST,1417857,3330.0,SIPO
33456,2743,GH,18241173,2811.0,
33464,2747,IJ,7507563,3826.0,SIPO
33466,2749,QR,23250580,14520.0,SIPO
33471,2753,GH,41750717,2768.0,UVER
33472,2753,MN,97449540,6869.0,SIPO
33473,2754,WX,6736475,6985.3,UVER
33474,2754,MN,10118246,2882.0,SIPO
33484,2761,IJ,99762063,6238.0,SIPO
33485,2762,EF,73534762,4641.0,UVER
33486,2762,UV,85078340,6892.0,SIPO
33490,2764,ST,22728401,1024.0,SIPO
33491,2764,ST,93326770,2382.0,
33492,2765,CD,33376592,5254.0,SIPO
33494,2767,UV,37215685,4664.0,SIPO
33495,2767,OP,32782268,1333.0,
33507,2773,WX,54261672,3354.0,SIPO
33508,2773,UV,95782577,154.0,
33511,2774,WX,60773050,3628.0,SIPO
33512,2775,EF,66799968,3455.5,LEASING
33513,2775,AB,56198441,8691.0,SIPO
33515,2778,OP,72472995,192.0,SIPO
33516,2778,YZ,18643141,5821.0,
33521,2782,IJ,16703307,2602.8,LEASING
33522,2784,MN,51967656,3307.0,SIPO
33527,2788,OP,74001586,3803.0,SIPO
33528,2789,WX,94019633,2965.0,SIPO
33529,2789,YZ,53360038,229.0,
33532,2791,GH,13939756,3215.0,SIPO
33533,2792,QR,24712276,2327.0,SIPO
33534,2793,EF,41871547,2301.0,SIPO
33538,2796,ST,33603441,3381.0,SIPO
33539,2796,MN,37211978,5291.0,
33544,2800,OP,95347153,8740.0,SIPO
33545,2801,OP,87508368,3524.0,SIPO
33547,2803,KL,18263268,1904.0,LEASING
33548,2805,IJ,21232450,2017.0,SIPO
33550,2809,OP,88213985,1764.0,SIPO
33551,2809,ST,59529948,6339.0,
33552,2810,ST,38680678,392.0,SIPO
33553,2810,WX,72857814,5828.0,
33559,2813,OP,75464439,798.0,SIPO
33560,2813,GH,57591462,4789.0,
33563,2814,QR,14418357,2627.0,SIPO
33567,2816,IJ,98916184,3933.0,SIPO
33568,2816,KL,33418482,644.0,
33569,2818,KL,61242389,1194.0,LEASING
33570,2818,OP,17903107,8947.0,SIPO
33575,2821,EF,85205876,3933.0,SIPO
33576,2821,YZ,58186644,2122.0,
33593,2831,MN,83744406,3586.0,SIPO
33594,2831,IJ,53561782,793.0,
33599,2834,OP,24967217,2515.0,SIPO
33600,2834,GH,82648515,1907.0,
33603,2836,CD,56261038,9472.0,SIPO
33611,2840,QR,79565185,3557.0,LEASING
33612,2840,EF,9861410,11282.0,SIPO
33614,2842,MN,19413084,358.0,SIPO
33615,2842,UV,64184588,930.0,
33619,2846,GH,17155772,2457.0,SIPO
33620,2847,QR,9167498,5185.0,SIPO
33630,2856,YZ,3529602,6599.0,SIPO
33631,2857,WX,60526561,6317.0,SIPO
33635,2861,GH,70139986,2613.0,SIPO
33636,2862,AB,80541097,1371.0,SIPO
33637,2862,CD,24443286,5728.0,
33638,2863,YZ,43436944,945.0,SIPO
33639,2863,QR,88193910,5223.0,
33647,2866,EF,53555941,5711.0,SIPO
33648,2867,EF,91818844,7523.0,SIPO
33649,2868,IJ,78688722,3306.0,SIPO
33650,2869,UV,37169212,2562.0,SIPO
33656,2873,WX,11313259,3615.0,SIPO
33657,2873,EF,63152539,2925.0,
33666,2881,YZ,90429490,4639.0,SIPO
33667,2882,MN,48702168,4441.0,LEASING
33668,2882,WX,76007932,8002.0,SIPO
33670,2884,UV,41624492,3854.0,SIPO
33676,2889,UV,95314317,3292.0,LEASING
33677,2889,OP,81463575,5038.0,SIPO
33678,2890,AB,53374159,2661.0,SIPO
33679,2890,ST,74552196,2992.0,
33680,2891,QR,1952332,4614.0,SIPO
33681,2891,ST,74825072,4928.0,
33685,2894,CD,24206251,3735.8,LEASING
33687,2896,OP,14075744,1852.0,SIPO
33688,2896,WX,62635773,295.0,
33691,2899,GH,887281,7503.0,SIPO
33705,2911,YZ,52539229,617.0,SIPO
33706,2911,CD,6411171,4389.0,
33709,2912,GH,80799913,6336.0,UVER
33710,2913,OP,76905709,499.0,SIPO
33711,2913,GH,18112695,2481.0,SIPO
33714,2916,YZ,28176665,2096.0,SIPO
33715,2916,YZ,12730980,635.0,
33718,2917,KL,62685650,6157.0,SIPO
33725,2925,QR,35286706,4297.0,SIPO
33731,2928,UV,24262804,3566.0,SIPO
33735,2930,UV,40203636,12032.0,SIPO
33742,2933,YZ,92012846,4542.0,UVER
33743,2933,MN,29096329,5907.0,SIPO
33744,2935,UV,54752987,2100.0,SIPO
33760,2944,QR,674886,2984.0,SIPO
33761,2944,MN,7655978,615.0,
33770,2951,YZ,2752936,743.0,SIPO
33771,2951,QR,88711630,1810.0,
33775,2953,MN,9888029,580.0,SIPO
33776,2953,UV,53719216,2848.0,
33778,2954,WX,47941517,8306.0,SIPO
33781,2957,UV,65183514,4640.0,SIPO
33784,2961,AB,60457706,606.0,SIPO
33785,2961,AB,11433631,1055.0,SIPO
33791,2967,QR,98696469,2666.0,SIPO
33792,2967,YZ,72003149,1042.0,
33798,2973,IJ,8758783,4373.0,SIPO
33799,2973,CD,26884633,212.0,
33800,2974,MN,42395120,1546.0,SIPO
33811,2979,QR,8953369,3494.0,SIPO
33812,2980,GH,92280965,3316.0,SIPO
33813,2981,CD,49108111,2022.0,SIPO
33829,2989,QR,70749723,3395.0,SIPO
33830,2990,KL,10709649,22.0,SIPO
33831,2990,GH,22984445,2704.0,
33837,2994,WX,20186478,3217.0,SIPO
33838,2994,WX,65474504,1354.0,UVER
33840,2996,ST,55056405,7282.0,SIPO
33841,2996,WX,21435213,15.0,
33851,3004,YZ,61573129,1522.0,SIPO
33852,3004,GH,60290586,1572.0,SIPO
33865,3012,YZ,76434039,2601.0,SIPO
33876,3022,GH,24765986,3170.0,SIPO
33878,3024,OP,72384530,611.0,SIPO
33879,3024,EF,13622033,1650.0,SIPO
33882,3027,MN,37909793,2631.0,SIPO
33883,3028,ST,81761723,2200.0,SIPO
33884,3029,ST,89893799,1514.0,SIPO
33887,3031,KL,53394967,2789.0,SIPO
33889,3033,YZ,42934656,605.0,SIPO
33890,3033,OP,9593081,192.0,
33897,3037,KL,19517636,7718.7,UVER
33902,3041,KL,96395837,130.0,SIPO
33903,3041,EF,49177348,1827.0,
33905,3042,UV,51078170,2884.0,SIPO
33906,3042,WX,17494821,3459.0,
33909,3045,WX,59194171,2366.0,SIPO
33915,3050,AB,71189987,6907.5,UVER
33916,3050,AB,72762232,9716.0,SIPO
33919,3051,WX,89318686,4104.0,SIPO
33920,3051,GH,55203390,184.0,
33930,3056,AB,36077541,868.0,SIPO
33931,3056,ST,67921972,2033.0,SIPO
33946,3067,EF,14703780,2604.0,SIPO
33947,3067,AB,61285483,1330.0,
33948,3068,YZ,6201172,3878.0,SIPO
33953,3072,WX,249654,5268.0,SIPO
33959,3076,WX,67460548,2715.0,SIPO
33960,3077,OP,91859578,3698.0,SIPO
33964,3080,UV,4152691,3359.0,SIPO
33976,3088,IJ,76251017,5866.0,SIPO
33983,3092,EF,57711619,2311.0,SIPO
33994,3096,CD,81572884,6446.0,SIPO
33995,3096,KL,64655774,65.0,
34004,3101,EF,52626574,1938.0,SIPO
34005,3102,ST,24365711,6722.0,SIPO
34011,3107,EF,71699601,2642.0,SIPO
34012,3108,UV,40014571,1560.0,SIPO
34013,3108,UV,61451268,482.0,
34022,3115,UV,94811379,5353.3,UVER
34023,3115,IJ,68203913,14723.0,SIPO
34024,3116,CD,74016618,9037.0,SIPO
34031,3121,CD,63130450,2902.0,SIPO
34043,3131,GH,1389563,9131.0,SIPO
34047,3133,IJ,62989395,3191.0,SIPO
34048,3133,ST,98308729,6327.0,
34049,3134,WX,32364529,3268.0,SIPO
34060,3143,IJ,86599880,4474.0,SIPO
34061,3143,OP,92271554,5454.0,UVER
34064,3146,OP,91693257,2122.0,SIPO
34072,3151,IJ,53186309,363.0,SIPO
34073,3151,EF,48056763,4081.0,
34074,3152,KL,22302586,6339.0,SIPO
34075,3153,WX,47472262,3175.0,SIPO
34076,3153,OP,43252468,2001.0,
34079,3155,KL,66843986,8704.0,SIPO
34080,3156,KL,10083705,1087.0,LEASING
34090,3163,WX,2153873,2221.7,LEASING
34091,3163,MN,79781448,2350.0,SIPO
34094,3164,UV,53459769,2971.0,SIPO
34095,3164,WX,37334716,433.0,SIPO
34100,3169,YZ,57548916,836.0,SIPO
34101,3169,OP,67546647,6674.0,
34104,3172,ST,38317006,1899.0,SIPO
34105,3172,EF,26548195,43.0,
34117,3182,AB,83704822,6455.0,SIPO
34118,3183,QR,52212673,3024.0,SIPO
34126,3191,ST,18965119,2774.0,SIPO
34127,3191,ST,47511076,3606.0,
34132,3195,KL,48782503,1599.0,SIPO
34133,3195,QR,58903491,1253.0,
34135,3196,QR,20193255,2389.0,SIPO
34142,3201,YZ,11025113,3352.0,SIPO
34143,3201,AB,88160776,2898.0,
34169,3218,AB,79115420,1449.0,SIPO
34170,3218,UV,42386043,667.0,
34178,3224,IJ,12458819,2583.0,SIPO
